@type,@context,streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,priceString,price,beds,baths,sqft,name,url
GeoCoordinates,http://schema.org,0 Shawna St,McMinnville,TN,37110,35.754456,-85.779816,"$45,000",45000,2,,,"0 Shawna St, Mcminnville, TN 37110",https://www.zillow.com/homedetails/0-Shawna-St-McMinnville-TN-37110/2098156772_zpid/
GeoCoordinates,http://schema.org,359 Lakes Rd,Tracy City,TN,37387,910,35.26247,-85.72232,"$100,000",100000,3,2,910,"359 Lakes Rd, Tracy City, TN 37387",https://www.zillow.com/homedetails/359-Lakes-Rd-Tracy-City-TN-37387/41365327_zpid/
GeoCoordinates,http://schema.org,1021 Lee Pike,Soddy Daisy,TN,37379,"1,040",35.3115,-85.11457,"$245,000",245000,3,2,1040,"1021 Lee Pike, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/1021-Lee-Pike-Soddy-Daisy-TN-37379/41369602_zpid/
GeoCoordinates,http://schema.org,118 Jane Manor Cir,Soddy daisy,TN,37379,"1,924",35.230736,-85.204636,"$590,000",590000,3,3,1924,"118 Jane Manor Cir, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/118-Jane-Manor-Cir-Soddy-Daisy-TN-37379/41373555_zpid/
GeoCoordinates,http://schema.org,10525 Unger Ln,Ooltewah,TN,37363,"1,754",35.233494,-85.038765,"$335,000",335000,3,2,1754,"10525 Unger Ln, Ooltewah, TN 37363",https://www.zillow.com/homedetails/10525-Unger-Ln-Ooltewah-TN-37363/41375180_zpid/
GeoCoordinates,http://schema.org,7622 Gann Rd,Hixson,TN,37343,"1,807",35.186443,-85.19917,"$285,000",285000,4,2,1807,"7622 Gann Rd, Hixson, TN 37343",https://www.zillow.com/homedetails/7622-Gann-Rd-Hixson-TN-37343/41382164_zpid/
GeoCoordinates,http://schema.org,829 N Valley Wood Cir,Hixson,TN,37343,"2,250",35.183723,-85.19955,"$280,000",280000,4,3,2250,"829 N Valley Wood Cir, Hixson, TN 37343",https://www.zillow.com/homedetails/829-N-Valley-Wood-Cir-Hixson-TN-37343/41382653_zpid/
GeoCoordinates,http://schema.org,212 3rd Ave,Dayton,TN,37321,"1,638",35.494392,-85.01024,"$160,000",160000,2,2,1638,"212 3rd Ave, Dayton, TN 37321",https://www.zillow.com/homedetails/212-3rd-Ave-Dayton-TN-37321/42028594_zpid/
GeoCoordinates,http://schema.org,0 Windridge Dr,Dunlap,TN,37327,35.445118,-85.36879,"$125,000",125000,3,,,"0 Windridge Dr, Dunlap, TN 37327",https://www.zillow.com/homedetails/0-Windridge-Dr-Dunlap-TN-37327/42119060_zpid/
GeoCoordinates,http://schema.org,1100 Windridge Dr,Dunlap,TN,37327,"1,400",35.444702,-85.369194,"$350,000",350000,2,2,1400,"1100 Windridge Dr, Dunlap, TN 37327",https://www.zillow.com/homedetails/1100-Windridge-Dr-Dunlap-TN-37327/42119084_zpid/
GeoCoordinates,http://schema.org,220 Azalea Dr,Rock Island,TN,38581,"1,322",35.72777,-85.6764,"$225,000",225000,4,1,1322,"220 Azalea Dr, Rock Island, TN 38581",https://www.zillow.com/homedetails/220-Azalea-Dr-Rock-Island-TN-38581/42654050_zpid/
GeoCoordinates,http://schema.org,623 Bugger Ridge Rd,McMinnville,TN,37110,"1,933",35.700993,-85.71494,"$310,000",310000,3,3,1933,"623 Bugger Ridge Rd, Mcminnville, TN 37110",https://www.zillow.com/homedetails/623-Bugger-Ridge-Rd-McMinnville-TN-37110/42654306_zpid/
GeoCoordinates,http://schema.org,204 Grundy St,McMinnville,TN,37110,"1,710",35.68587,-85.75203,"$285,000",285000,3,2,1710,"204 Grundy St, Mcminnville, TN 37110",https://www.zillow.com/homedetails/204-Grundy-St-McMinnville-TN-37110/42660228_zpid/
GeoCoordinates,http://schema.org,200 Woodland Ridge Rd,Dunlap,TN,37327,360,35.515198,-85.45537,"$182,000",182000,1,1,360,"200 Woodland Ridge Rd, Dunlap, TN 37327",https://www.zillow.com/homedetails/200-Woodland-Ridge-Rd-Dunlap-TN-37327/60274547_zpid/
GeoCoordinates,http://schema.org,890 Edgewater Ave,Dayton,TN,37321,"2,384",35.488174,-85.00025,"$355,000",355000,3,3,2384,"890 Edgewater Ave, Dayton, TN 37321",https://www.zillow.com/homedetails/890-Edgewater-Ave-Dayton-TN-37321/66922646_zpid/
GeoCoordinates,http://schema.org,6 Blaylock Ln,Palmer,TN,37365,35.416473,-85.54676,"$23,500",23500,2,,,"6 Blaylock Ln, Palmer, TN 37365",https://www.zillow.com/homedetails/6-Blaylock-Ln-Palmer-TN-37365/81153811_zpid/
GeoCoordinates,http://schema.org,3449 Old Washington Hwy,Dayton,TN,37321,"1,857",35.50583,-84.95986,"$330,000",330000,4,2,1857,"3449 Old Washington Hwy, Dayton, TN 37321",https://www.zillow.com/homedetails/3449-Old-Washington-Hwy-Dayton-TN-37321/122931461_zpid/
GeoCoordinates,http://schema.org,570 Sir Carlos Dr,Soddy Daisy,TN,37379,"2,093",35.321857,-85.11356,"$390,000",390000,4,3,2093,"570 Sir Carlos Dr, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/570-Sir-Carlos-Dr-Soddy-Daisy-TN-37379/191983821_zpid/
GeoCoordinates,http://schema.org,6767 Hillside Bend Trl,Harrison,TN,37341,"1,500",35.221348,-85.0598,"$329,900",329900,3,2,1500,"6767 Hillside Bend Trl, Harrison, TN 37341",https://www.zillow.com/homedetails/6767-Hillside-Bend-Trl-Harrison-TN-37341/2056166706_zpid/
GeoCoordinates,http://schema.org,6 Blaylock Ln #6,Palmer,TN,37365,35.41643,-85.54689,"$235,000",235000,2,,,"6 Blaylock Ln #6, Palmer, TN 37365",https://www.zillow.com/homedetails/6-Blaylock-Ln-6-Palmer-TN-37365/2058910263_zpid/
GeoCoordinates,http://schema.org,0 Old Wells Rd,Morrison,TN,37357,35.633354,-85.88651,"$90,000",90000,5,,,"0 Old Wells Rd, Morrison, TN 37357",https://www.zillow.com/homedetails/0-Old-Wells-Rd-Morrison-TN-37357/2059957734_zpid/
GeoCoordinates,http://schema.org,0 Gap Rd LOT 10,Altamont,TN,37301,35.476963,-85.78179,"$60,000",60000,3,,,"0 Gap Rd Lot 10, Altamont, TN 37301",https://www.zillow.com/homedetails/0-Gap-Rd-LOT-10-Altamont-TN-37301/2061491179_zpid/
GeoCoordinates,http://schema.org,0 Brock Hollow Rd,Pikeville,TN,37367,35.53984,-85.373795,"$104,000",104000,34,,,"0 Brock Hollow Rd, Pikeville, TN 37367",https://www.zillow.com/homedetails/0-Brock-Hollow-Rd-Pikeville-TN-37367/2079435790_zpid/
GeoCoordinates,http://schema.org,0 Young Rd,soddy daisy,TN,37379,35.32219,-85.22664,"$35,000",35000,5,,,"0 Young Rd, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/0-Young-Rd-Soddy-Daisy-TN-37379/2088722596_zpid/
GeoCoordinates,http://schema.org,0 Taylor Rd,Pikeville,TN,37367,35.53883,-85.3757,"$104,000",104000,34,,,"0 Taylor Rd, Pikeville, TN 37367",https://www.zillow.com/homedetails/0-Taylor-Rd-Pikeville-TN-37367/2119869059_zpid/
GeoCoordinates,http://schema.org,10104 Bear Trail Dr,Soddy Daisy,TN,37379,"1,750",35.221264,-85.10785,"$402,750",402750,3,2,1750,"10104 Bear Trail Dr, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/10104-Bear-Trail-Dr-Soddy-Daisy-TN-37379/41379044_zpid/
GeoCoordinates,http://schema.org,583 Cascade Ave,McMinnville,TN,37110,"1,100",35.712585,-85.80001,"$274,500",274500,3,1,1100,"583 Cascade Ave, Mcminnville, TN 37110",https://www.zillow.com/homedetails/583-Cascade-Ave-McMinnville-TN-37110/42653529_zpid/
GeoCoordinates,http://schema.org,80 Kings Ridge Dr,McMinnville,TN,37110,"3,677",35.68652,-85.80382,"$645,000",645000,3,4,3677,"80 Kings Ridge Dr, Mcminnville, TN 37110",https://www.zillow.com/homedetails/80-Kings-Ridge-Dr-McMinnville-TN-37110/42658230_zpid/
GeoCoordinates,http://schema.org,175 Helton Dr,McMinnville,TN,37110,"2,891",35.727,-85.78203,"$500,000",500000,4,3,2891,"175 Helton Dr, Mcminnville, TN 37110",https://www.zillow.com/homedetails/175-Helton-Dr-McMinnville-TN-37110/52022535_zpid/
GeoCoordinates,http://schema.org,112 Putnam Rd,Pikeville,TN,37367,"1,800",35.665527,-85.14012,"$339,000",339000,3,2,1800,"112 Putnam Rd, Pikeville, TN 37367",https://www.zillow.com/homedetails/112-Putnam-Rd-Pikeville-TN-37367/81005419_zpid/
GeoCoordinates,http://schema.org,487 N Scenic Rd,Monteagle,TN,37356,"1,603",35.243702,-85.81741,"$320,000",320000,3,2,1603,"487 N Scenic Rd, Monteagle, TN 37356",https://www.zillow.com/homedetails/487-N-Scenic-Rd-Monteagle-TN-37356/87769684_zpid/
GeoCoordinates,http://schema.org,1701 Emerald Pointe Dr LOT 36,Soddy Daisy,TN,37379,"3,381",35.31978,-85.10269,"$695,000",695000,4,4,3381,"1701 Emerald Pointe Dr Lot 36, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/1701-Emerald-Pointe-Dr-LOT-36-Soddy-Daisy-TN-37379/2056031257_zpid/
GeoCoordinates,http://schema.org,335 Banther Rd SW,Mc Donald,TN,37353,"1,758",35.16216,-84.98535,"$375,000",375000,3,3,1758,"335 Banther Rd SW, Mc Donald, TN 37353",https://www.zillow.com/homedetails/335-Banther-Rd-SW-Mc-Donald-TN-37353/2056392103_zpid/
GeoCoordinates,http://schema.org,0 Elm Crest Cir LOT 54,McMinnville,TN,37110,35.713326,-85.846085,"$52,500",52500,0,,,"0 Elm Crest Cir Lot 54, Mcminnville, TN 37110",https://www.zillow.com/homedetails/0-Elm-Crest-Cir-LOT-54-McMinnville-TN-37110/2056801022_zpid/
GeoCoordinates,http://schema.org,74 Roth Point Rd #&-3,Altamont,TN,37301,"1,536",35.39204,-85.817215,"$574,000",574000,2,2,1536,"74 Roth Point Rd #&-3, Altamont, TN 37301",https://www.zillow.com/homedetails/74-Roth-Point-Rd-3-Altamont-TN-37301/2057708576_zpid/
GeoCoordinates,http://schema.org,6537 Long Horn St LOT 134,Birchwood,TN,37308,"1,750",35.275707,-85.036644,"$369,000",369000,3,2,1750,"6537 Long Horn St Lot 134, Birchwood, TN 37308",https://www.zillow.com/homedetails/6537-Long-Horn-St-LOT-134-Birchwood-TN-37308/2063147246_zpid/
GeoCoordinates,http://schema.org,0 Gap Rd,Altamont,TN,37301,35.48448,-85.78423,"$60,000",60000,3,,,"0 Gap Rd, Altamont, TN 37301",https://www.zillow.com/homedetails/0-Gap-Rd-Altamont-TN-37301/2103610163_zpid/
GeoCoordinates,http://schema.org,10004 Hixson Pike,Soddy Daisy,TN,37379,"1,470",35.221207,-85.11344,"$280,000",280000,3,2,1470,"10004 Hixson Pike, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/10004-Hixson-Pike-Soddy-Daisy-TN-37379/41377861_zpid/
GeoCoordinates,http://schema.org,1122 Copperwood Dr,Hixson,TN,37343,"1,844",35.18334,-85.21168,"$222,000",222000,3,3,1844,"1122 Copperwood Dr, Hixson, TN 37343",https://www.zillow.com/homedetails/1122-Copperwood-Dr-Hixson-TN-37343/41380834_zpid/
GeoCoordinates,http://schema.org,820 Lower Mill Rd,Hixson,TN,37343,35.15399,-85.240425,"$85,000",85000,1,,,"820 Lower Mill Rd, Hixson, TN 37343",https://www.zillow.com/homedetails/820-Lower-Mill-Rd-Hixson-TN-37343/41393070_zpid/
GeoCoordinates,http://schema.org,134 Grizzell Rd,McMinnville,TN,37110,"1,786",35.751774,-85.78473,"$229,900",229900,3,2,1786,"134 Grizzell Rd, Mcminnville, TN 37110",https://www.zillow.com/homedetails/134-Grizzell-Rd-McMinnville-TN-37110/42652052_zpid/
GeoCoordinates,http://schema.org,163 Remington Ln,McMinnville,TN,37110,"2,112",35.708546,-85.88129,"$360,000",360000,3,2,2112,"163 Remington Ln, Mcminnville, TN 37110",https://www.zillow.com/homedetails/163-Remington-Ln-McMinnville-TN-37110/42657424_zpid/
GeoCoordinates,http://schema.org,15376 Panther Ln,Sale Creek,TN,37373,"1,416",35.384453,-85.10625,"$330,000",330000,3,2,1416,"15376 Panther Ln, Sale Creek, TN 37373",https://www.zillow.com/homedetails/15376-Panther-Ln-Sale-Creek-TN-37373/67947052_zpid/
GeoCoordinates,http://schema.org,6467 Faultless Way,Hixson,TN,37343,"1,790",35.167385,-85.24293,"$390,000",390000,4,2,1790,"6467 Faultless Way, Hixson, TN 37343",https://www.zillow.com/homedetails/6467-Faultless-Way-Hixson-TN-37343/83755163_zpid/
GeoCoordinates,http://schema.org,1267 Archie Rhinehart Pkwy,Spencer,TN,38585,"1,944",35.626957,-85.43533,"$365,000",365000,4,2,1944,"1267 Archie Rhinehart Pkwy, Spencer, TN 38585",https://www.zillow.com/homedetails/1267-Archie-Rhinehart-Pkwy-Spencer-TN-38585/337590270_zpid/
GeoCoordinates,http://schema.org,6528 Wanda Ln,Hixson,TN,37343,"1,900",35.16766,-85.18985,"$516,415",516415,3,2,1900,"6528 Wanda Ln, Hixson, TN 37343",https://www.zillow.com/homedetails/6528-Wanda-Ln-Hixson-TN-37343/2055661057_zpid/
GeoCoordinates,http://schema.org,1 Dogwood Dr #2,Pikeville,TN,37367,35.6773,-85.33396,"$45,000",45000,2,,,"1 Dogwood Dr #2, Pikeville, TN 37367",https://www.zillow.com/homedetails/1-Dogwood-Dr-2-Pikeville-TN-37367/2056592386_zpid/
GeoCoordinates,http://schema.org,0 Rosco Keener Rd,Pikeville,TN,37367,35.57774,-85.30868,"$114,000",114000,16,,,"0 Rosco Keener Rd, Pikeville, TN 37367",https://www.zillow.com/homedetails/0-Rosco-Keener-Rd-Pikeville-TN-37367/2076251464_zpid/
GeoCoordinates,http://schema.org,28883 State Route 108,Gruetli Laager,TN,37339,"1,488",35.37023,-85.64574,"$225,000",225000,3,2,1488,"28883 State Route 108, Gruetli Laager, TN 37339",https://www.zillow.com/homedetails/28883-State-Route-108-Gruetli-Laager-TN-37339/41362857_zpid/
GeoCoordinates,http://schema.org,1731 Thrasher Pike,Hixson,TN,37343,729,35.186165,-85.186714,"$150,000",150000,2,1,729,"1731 Thrasher Pike, Hixson, TN 37343",https://www.zillow.com/homedetails/1731-Thrasher-Pike-Hixson-TN-37343/41382293_zpid/
GeoCoordinates,http://schema.org,649 Courtney Ln,Chattanooga,TN,37415,"2,150",35.16707,-85.27767,"$585,000",585000,4,2,2150,"649 Courtney Ln, Chattanooga, TN 37415",https://www.zillow.com/homedetails/649-Courtney-Ln-Chattanooga-TN-37415/41385023_zpid/
GeoCoordinates,http://schema.org,7835 Valley View Hwy,Whitwell,TN,37397,"1,650",35.157402,-85.55306,"$192,000",192000,3,2,1650,"7835 Valley View Hwy, Whitwell, TN 37397",https://www.zillow.com/homedetails/7835-Valley-View-Hwy-Whitwell-TN-37397/41771290_zpid/
GeoCoordinates,http://schema.org,219 Magnolia Ave,Dayton,TN,37321,924,35.48815,-85.03176,"$120,000",120000,2,2,924,"219 Magnolia Ave, Dayton, TN 37321",https://www.zillow.com/homedetails/219-Magnolia-Ave-Dayton-TN-37321/42027800_zpid/
GeoCoordinates,http://schema.org,205 White St,McMinnville,TN,37110,"1,275",35.688866,-85.75155,"$245,000",245000,3,1,1275,"205 White St, Mcminnville, TN 37110",https://www.zillow.com/homedetails/205-White-St-McMinnville-TN-37110/42654753_zpid/
GeoCoordinates,http://schema.org,123 W Shellsford Rd,McMinnville,TN,37110,"1,110",35.667774,-85.75462,"$150,000",150000,2,1,1110,"123 W Shellsford Rd, Mcminnville, TN 37110",https://www.zillow.com/homedetails/123-W-Shellsford-Rd-McMinnville-TN-37110/42660587_zpid/
GeoCoordinates,http://schema.org,13123 Eldridge Rd,Harrison,TN,37341,"1,600",35.31457,-85.05212,"$775,000",775000,3,3,1600,"13123 Eldridge Rd, Harrison, TN 37341",https://www.zillow.com/homedetails/13123-Eldridge-Rd-Harrison-TN-37341/90078590_zpid/
GeoCoordinates,http://schema.org,1942 Spotted Fawn Trl,Soddy Daisy,TN,37379,"4,800",35.30524,-85.084724,"$815,000",815000,4,4,4800,"1942 Spotted Fawn Trl, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/1942-Spotted-Fawn-Trl-Soddy-Daisy-TN-37379/191986028_zpid/
GeoCoordinates,http://schema.org,6859 Randy Ln,Hixson,TN,37343,"1,900",35.167,-85.189766,"$527,000",527000,3,3,1900,"6859 Randy Ln, Hixson, TN 37343",https://www.zillow.com/homedetails/6859-Randy-Ln-Hixson-TN-37343/2055698921_zpid/
GeoCoordinates,http://schema.org,1744 Emmeline Way,Hixson,TN,37343,"1,600",35.16718,-85.1904,"$440,225",440225,3,2,1600,"1744 Emmeline Way, Hixson, TN 37343",https://www.zillow.com/homedetails/1744-Emmeline-Way-Hixson-TN-37343/2055701769_zpid/
GeoCoordinates,http://schema.org,1752 Emmeline Way,Hixson,TN,37343,"1,900",35.16681,-85.189804,"$502,685",502685,3,2,1900,"1752 Emmeline Way, Hixson, TN 37343",https://www.zillow.com/homedetails/1752-Emmeline-Way-Hixson-TN-37343/2055706124_zpid/
GeoCoordinates,http://schema.org,1911 Farmstead Dr,Hixson,TN,37343,"1,900",35.170494,-85.208046,"$536,544",536544,3,3,1900,"1911 Farmstead Dr, Hixson, TN 37343",https://www.zillow.com/homedetails/1911-Farmstead-Dr-Hixson-TN-37343/2055886526_zpid/
GeoCoordinates,http://schema.org,11810 Maddox Dr LOT 63,Georgetown,TN,37336,"2,005",35.276913,-84.990326,"$499,900",499900,3,3,2005,"11810 Maddox Dr Lot 63, Georgetown, TN 37336",https://www.zillow.com/homedetails/11810-Maddox-Dr-LOT-63-Georgetown-TN-37336/2055953801_zpid/
GeoCoordinates,http://schema.org,16 Raccoon Rdg,Spring City,TN,37381,35.708054,-85.01043,"$54,500",54500,16,,,"16 Raccoon Rdg, Spring City, TN 37381",https://www.zillow.com/homedetails/16-Raccoon-Rdg-Spring-City-TN-37381/2056002282_zpid/
GeoCoordinates,http://schema.org,941 Omaha Cir,Hixson,TN,37343,"2,592",35.179058,-85.21293,"$530,000",530000,4,4,2592,"941 Omaha Cir, Hixson, TN 37343",https://www.zillow.com/homedetails/941-Omaha-Cir-Hixson-TN-37343/2056240540_zpid/
GeoCoordinates,http://schema.org,105 Hoosier Rd LOT 1-2,McMinnville,TN,37110,"1,400",35.591187,-85.82423,"$240,000",240000,3,2,1400,"105 Hoosier Rd Lot 1-2, Mcminnville, TN 37110",https://www.zillow.com/homedetails/105-Hoosier-Rd-LOT-1-2-McMinnville-TN-37110/2056364629_zpid/
GeoCoordinates,http://schema.org,67 Finch Rd,Tracy City,TN,37387,420,35.26758,-85.75743,"$256,000",256000,1,1,420,"67 Finch Rd, Tracy City, TN 37387",https://www.zillow.com/homedetails/67-Finch-Rd-Tracy-City-TN-37387/2056413277_zpid/
GeoCoordinates,http://schema.org,92 Hickory Grove Dr LOT 3,Morrison,TN,37357,"2,882",35.61011,-85.864426,"$599,900",599900,4,4,2882,"92 Hickory Grove Dr Lot 3, Morrison, TN 37357",https://www.zillow.com/homedetails/92-Hickory-Grove-Dr-LOT-3-Morrison-TN-37357/2057798059_zpid/
GeoCoordinates,http://schema.org,0 Oak Meadow Dr,Dunlap,TN,37327,35.332485,-85.40933,"$55,000",55000,2,,,"0 Oak Meadow Dr, Dunlap, TN 37327",https://www.zillow.com/homedetails/0-Oak-Meadow-Dr-Dunlap-TN-37327/2092284730_zpid/
GeoCoordinates,http://schema.org,567 Royal Dr,Rock Island,TN,38581,"1,550",35.716576,-85.6625,"$212,000",212000,3,3,1550,"567 Royal Dr, Rock Island, TN 38581",https://www.zillow.com/homedetails/567-Royal-Dr-Rock-Island-TN-38581/42654204_zpid/
GeoCoordinates,http://schema.org,30 Dogwood St,Palmer,TN,37365,960,35.351055,-85.56558,"$10,000",10000,,,960,"30 Dogwood St, Palmer, TN 37365",https://www.zillow.com/homedetails/30-Dogwood-St-Palmer-TN-37365/41363678_zpid/
GeoCoordinates,http://schema.org,1293 Lake Rd,Tracy City,TN,37387,"2,156",35.273422,-85.71167,"$70,000",70000,,2,2156,"1293 Lake Rd, Tracy City, TN 37387",https://www.zillow.com/homedetails/1293-Lake-Rd-Tracy-City-TN-37387/41364353_zpid/
GeoCoordinates,http://schema.org,47 13th St,Tracy City,TN,37387,"1,296",35.264404,-85.73204,"$50,000",50000,,1,1296,"47 13th St, Tracy City, TN 37387",https://www.zillow.com/homedetails/47-13th-St-Tracy-City-TN-37387/41365577_zpid/
GeoCoordinates,http://schema.org,919 Rose Marie Ct,Soddy Daisy,TN,37379,"3,018",35.23912,-85.22183,"$569,900",569900,4,4,3018,"919 Rose Marie Ct, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/919-Rose-Marie-Ct-Soddy-Daisy-TN-37379/41373378_zpid/
GeoCoordinates,http://schema.org,1870 N Prairie Cir,Hixson,TN,37343,"1,103",35.203506,-85.15484,"$155,000",155000,3,1,1103,"1870 N Prairie Cir, Hixson, TN 37343",https://www.zillow.com/homedetails/1870-N-Prairie-Cir-Hixson-TN-37343/41377271_zpid/
GeoCoordinates,http://schema.org,9103 Dallas Hollow Rd,Soddy Daisy,TN,37379,"1,444",35.215794,-85.1556,"$150,000",150000,3,2,1444,"9103 Dallas Hollow Rd, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/9103-Dallas-Hollow-Rd-Soddy-Daisy-TN-37379/41378109_zpid/
GeoCoordinates,http://schema.org,5765 Taggart Dr,Hixson,TN,37343,"1,868",35.1592,-85.25216,"$259,900",259900,4,2,1868,"5765 Taggart Dr, Hixson, TN 37343",https://www.zillow.com/homedetails/5765-Taggart-Dr-Hixson-TN-37343/41385426_zpid/
GeoCoordinates,http://schema.org,59 20th Ave N,Gruetli Laager,TN,37339,"1,456",35.372005,-85.66052,"$154,000",154000,4,2,1456,"59 20th Ave N, Gruetli Laager, TN 37339",https://www.zillow.com/homedetails/59-20th-Ave-N-Gruetli-Laager-TN-37339/66602686_zpid/
GeoCoordinates,http://schema.org,10943 Ward Rd,Soddy Daisy,TN,37379,"1,104",35.275997,-85.17359,"$48,000",48000,,,1104,"10943 Ward Rd, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/10943-Ward-Rd-Soddy-Daisy-TN-37379/67088966_zpid/
GeoCoordinates,http://schema.org,9779 Berry Meadow Way,Soddy Daisy,TN,37379,"1,775",35.236107,-85.16411,"$373,000",373000,3,2,1775,"9779 Berry Meadow Way, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/9779-Berry-Meadow-Way-Soddy-Daisy-TN-37379/70223506_zpid/
GeoCoordinates,http://schema.org,215 Banberry Dr SW,Mc Donald,TN,37353,"3,382",35.159992,-84.98274,"$560,000",560000,4,4,3382,"215 Banberry Dr SW, Mc Donald, TN 37353",https://www.zillow.com/homedetails/215-Banberry-Dr-SW-Mc-Donald-TN-37353/81002086_zpid/
GeoCoordinates,http://schema.org,8116 Bluegill Cir,Ooltewah,TN,37363,"1,333",35.15161,-85.04897,"$329,000",329000,3,2,1333,"8116 Bluegill Cir, Ooltewah, TN 37363",https://www.zillow.com/homedetails/8116-Bluegill-Cir-Ooltewah-TN-37363/103815156_zpid/
GeoCoordinates,http://schema.org,4917 Toll House Trl,Signal Mountain,TN,37377,"3,432",35.188763,-85.34117,"$725,000",725000,4,4,3432,"4917 Toll House Trl, Signal Mountain, TN 37377",https://www.zillow.com/homedetails/4917-Toll-House-Trl-Signal-Mountain-TN-37377/103815502_zpid/
GeoCoordinates,http://schema.org,575 Sir Carlos Dr,Soddy Daisy,TN,37379,"2,394",35.321915,-85.11294,"$390,000",390000,4,3,2394,"575 Sir Carlos Dr, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/575-Sir-Carlos-Dr-Soddy-Daisy-TN-37379/114440033_zpid/
GeoCoordinates,http://schema.org,2590 Boston Branch Cir,Signal Mountain,TN,37377,"3,458",35.24085,-85.280525,"$875,000",875000,4,4,3458,"2590 Boston Branch Cir, Signal Mountain, TN 37377",https://www.zillow.com/homedetails/2590-Boston-Branch-Cir-Signal-Mountain-TN-37377/191991579_zpid/
GeoCoordinates,http://schema.org,12197 Avery Pl,Soddy Daisy,TN,37379,"1,742",35.30617,-85.1416,"$426,000",426000,3,2,1742,"12197 Avery Pl, Soddy Daisy, TN 37379",https://www.zillow.com/homedetails/12197-Avery-Pl-Soddy-Daisy-TN-37379/295458504_zpid/
GeoCoordinates,http://schema.org,5528 Abby Grace Loop,Chattanooga,TN,37415,"2,800",35.15536,-85.283676,"$515,000",515000,4,3,2800,"5528 Abby Grace Loop, Chattanooga, TN 37415",https://www.zillow.com/homedetails/5528-Abby-Grace-Loop-Chattanooga-TN-37415/295458546_zpid/
GeoCoordinates,http://schema.org,97 Bonner Hollow Rd LOT 2,Pelham,TN,37366,"1,450",35.33562,-85.85973,"$335,000",335000,3,2,1450,"97 Bonner Hollow Rd Lot 2, Pelham, TN 37366",https://www.zillow.com/homedetails/97-Bonner-Hollow-Rd-LOT-2-Pelham-TN-37366/2056148259_zpid/
GeoCoordinates,http://schema.org,8446 Quarles Ln #1,Hixson,TN,37343,"2,850",35.20472,-85.19547,"$694,900",694900,3,4,2850,"8446 Quarles Ln #1, Hixson, TN 37343",https://www.zillow.com/homedetails/8446-Quarles-Ln-1-Hixson-TN-37343/2058372231_zpid/
GeoCoordinates,http://schema.org,16 Fredonia Rd,Dunlap,TN,37327,35.428883,-85.47653,"$55,000",55000,5,,,"16 Fredonia Rd, Dunlap, TN 37327",https://www.zillow.com/homedetails/16-Fredonia-Rd-Dunlap-TN-37327/2059083358_zpid/
GeoCoordinates,http://schema.org,6413 Serena Dr #39,Hixson,TN,37343,"2,182",35.15502,-85.19567,"$386,900",386900,3,3,2182,"6413 Serena Dr #39, Hixson, TN 37343",https://www.zillow.com/homedetails/6413-Serena-Dr-39-Hixson-TN-37343/2060981228_zpid/
GeoCoordinates,http://schema.org,30 Hancock Dr,Morrison,TN,37357,"2,614",35.611034,-85.86884,"$600,000",600000,3,4,2614,"30 Hancock Dr, Morrison, TN 37357",https://www.zillow.com/homedetails/30-Hancock-Dr-Morrison-TN-37357/2061438961_zpid/
GeoCoordinates,http://schema.org,0 Newby Rd,McMinnville,TN,37110,35.760178,-85.75746,"$110,000",110000,10,,,"0 Newby Rd, Mcminnville, TN 37110",https://www.zillow.com/homedetails/0-Newby-Rd-McMinnville-TN-37110/2061440921_zpid/
GeoCoordinates,http://schema.org,0 Wildwood Rd LOT 24,McMinnville,TN,37110,35.603962,-85.645164,"$80,000",80000,8,,,"0 Wildwood Rd Lot 24, Mcminnville, TN 37110",https://www.zillow.com/homedetails/0-Wildwood-Rd-LOT-24-McMinnville-TN-37110/2061490591_zpid/
GeoCoordinates,http://schema.org,0 Wildwood Rd LOT 23,McMinnville,TN,37110,35.608593,-85.63998,"$86,000",86000,8,,,"0 Wildwood Rd Lot 23, Mcminnville, TN 37110",https://www.zillow.com/homedetails/0-Wildwood-Rd-LOT-23-McMinnville-TN-37110/2061490594_zpid/
GeoCoordinates,http://schema.org,2590 Boston Branch Cir #18,Signal Mountain,TN,37377,"3,458",35.24085,-85.280525,"$875,000",875000,4,4,3458,"2590 Boston Branch Cir #18, Signal Mountain, TN 37377",https://www.zillow.com/homedetails/2590-Boston-Branch-Cir-18-Signal-Mountain-TN-37377/2093047783_zpid/
